doc_idx,text,true_label
128,tell me what the weather is doing in grand rapids mi right now,8
129,title of song,14
130,what is googs current price,11
131,turn off the alarm,17
132,did you place the reminder about the meeting for tomorrow,1
133,make it brighter in here,0
134,i never want to hear that song again,14
135,what information do i have on reminders,1
136,make a grocery list please,4
137,email my appointments to reschedule,5
138,how is it outside today,8
139,how would you describe a ball,11
140,mute for fifteen minutes,2
141,please activate my coffee pot for me,0
142,new pop music,3
143,quick reply to jack so please send a mail,5
144,tell me something i can do to help my community today,9
145,news from c. n. n.,12
146,set a reminder to notify me one hour before lunch meeting,1
147,start the next episode,3
148,speaker volume increase,2
149,what events are upcoming today,1
150,i need to buy gas,9
151,please find a contact number of jayesh and tell me,5
152,i have my clothes list,4
153,no lights in the kitchen,0
154,what artist is this,14
155,list current set alarms,17
156,please begin clash of clans,3
157,when was the bolshoi theater constructed,11
158,delete all the events in my calendar,1
159,what mistakes do you usually make,9
160,shut off the socket,0
161,display the local time of london at this moment,6
162,turn off the sounds,2
163,and the darkness has fallen,0
164,i would like it to be able to compute answer from search results like wolfram alpha does,9
165,set first week of june as holiday in my calendar,1
166,play the oldies station,3
167,list items on my work list,4
168,don't play this song again,14
169,i want to hear the last news from c. n. n.,12
170,show me the train schedules to the metropolitan opera house,16
171,start music app and play a song for me,3
172,i want to make a note on my calendar for the event tomorrow at the library,1
173,book a ticket to ny by train,16
174,hey cancel all my other meetings and calls for second march as it is jim's birthday tag it as an event in your calendar,1
175,play my favorites,3
176,start celine dion songs,3
177,play ping pong,3
178,please turn up the screen brightness all the way,0
179,can you make some coffee,0
180,disable alarm for three p. m.,17
181,play game with me,3
182,please say to the email that sent me george i need the money now it's urgent,5
183,what's the easiest way to cook pasta,13
184,describe what a sphere is,11
185,start a pot of coffee please,0
186,answer for three times four,11
187,remind me to pick up linda at five in the evening on seventh,1
188,remind me on fifth march of every year to arrange wedding anniversary presents,1
189,save this song to playlist,14
190,remove that item,4
191,turn on an alarm for three thirty p. m. today,17
192,tell me if i have any new messages in my inbox,5
193,tell me the current price of exxon mobil stock,11
194,new updates,10
195,is there any news about the presidency,12
196,make sure there is no events on my calendar,1
197,search nandy,5
198,check emails from john,5
199,reply this mail,5
200,is dinner ready yet,15
201,are there any free events on in my area today,7
202,coordinate all pop song genres,3
203,i want to see the news,12
204,the definition of life,11
205,read what is on my list,4
206,get me a uber,16
207,what's happening around me,7
208,make an alarm for the meeting with bob at seven today,17
209,should i wear sandals or shoes with socks,8
210,what reminders do i still have,1
211,play me this mornings show from one hundred and one point nine,3
212,what i like today,9
213,can i get a recipe for tuna,13
214,what is the weather in beijing,8
215,how do i get to the mall,16
216,check for me new emails received from sara,5
217,check for emails from my employer,5
218,anything interesting from bob's news,12
219,any mail from amazon today,5
220,start b. b. c. radio,3
221,remember this email,5
222,delete events from calendar,1
223,cancel alarm,17
224,please set the alarm for next friday at six thirty am,17
225,find a description about a samsung t. v.,11
226,get me up in half an hour,17
227,what are the trending articles on the new york times,12
228,my day was extremely hard,9
229,what day of the week does christmas fall on this year,6
230,set lunch every day at twelve thirty,1
231,who won the presidential election this year,11
232,hey reply a mail which i received,5
233,any lighting news emails,5
234,which pole is colder south or north,11
235,my trip to goa photo post it on instagram,10
236,please add list of things to buy for party,4
237,how much is a train ticket to chicago,16
238,check to see if i have any new emails from my dad,5
239,should i take my raincoat with me now,8
240,tweet complain at comcast,10
241,start a game and play with me,3
242,do i have any new friend requests,10
243,i'd like some red lighting,0
244,can you make the room brighter,0
245,does my company worker have a home phone number,5
246,let's play hits on the radio,3
247,thanksgiving turkey cooking procedure in five sentences is what,13
248,what time are the hockey games tonight,9
249,erase all,4
250,mute volume,2
251,did anyone like my photo i just posted,10
252,read back my grocery list to me,4
253,remind me after ten minutes,1
254,how many phone numbers do i have for brenden,5
255,train ticket,16
256,what's on your list right now,4
257,i'd like you to turn turn on the t. v.,0
258,what is eastern standard time right noe,6
259,please check the trending topics on twitter,10
260,lower the speaker volume,2
261,how long do i cook maccoroni,13
262,hold,3
263,how long does it take to make vegetable lasagna,13
264,remove anniversary event from my calendar,1
265,do not speak today,2
266,please rate current song as five stars,14
267,olly put dark colors instead of light ones in the house,0
268,tell me billy crytals address,11
269,do i have anything planned for the twenty first,1
270,hey send a meeting invite to mr. ross for this friday's meeting and block my calendar for friday afternoon,1
271,remove cereal from my shopping list,4
272,can you give me the movie schedule,1
273,how about you,9
274,make coffee at three,0
275,what's in the news,12
276,play kiss f. m. for me,3
277,tweet at,10
278,what events are going in my town this week,7
279,where is volume setting,2
280,tell me more about my events,9
281,show me recipes,13
282,what store is having sales tomorrow,9
283,what size is a sperm whale,11
284,how are you feeling today,9
285,how do i set my coffee machine to make coffee,0
286,when does the f. train run today,16
287,start playing my most recent podcast,3
288,send a twitter complaint,10
289,put on the vacuum on now and clean the living room,0
290,here is a new email address to be added to the contacts,5
291,info on lisa ann please,11
292,i want coffee everyday,0
293,post this to my facebook l. o. l.,10
294,order pizza for delivery,15
295,i want a meeting till three o'clock,1
296,today i saw a bulldog,9
297,where jackie chan currently live,11
298,what's shakin bacon,9
299,call city cab to airport,16
300,get rid of the list google,4
301,show me the dim color,0
302,weekly weather report,8
303,turn my lights down to a lower level of brightness,0
304,give me a cooking tutorial,13
305,i want reggae,3
306,turn off the lamps,0
307,do i have any new email,5
308,compose a new email to ray,5
309,delete item from list,4
310,two by two is,11
311,what is the increase in stock value over the past week of disney,11
312,what are the top stories on c. n. n.,12
313,will the weather be less than ten degree in paris,8
314,send a reply to mike with the answer four hundred and thirty from his email he sent this morning,5
315,off all type of active devices,0
316,what's the weather next wednesday,8
317,b. b. c. world headlines,12
318,define elaborate,11
319,display recent email from john,5
320,do i have emails from this sender,5
321,can you delete the dentist appointment,1
322,start the robot roomba,0
323,go to contacts and enter a new email address,5
324,please book a ticket form jaipur to mumbai on tuesday,16
325,take me to layfayette saint and canal,16
326,play my playlist starting from the bottom,3
327,what is the event agenda,1
328,get me a person a. s. a. p.,10
329,kung fu panda three,7
330,title,14
331,let's play my most played song list,3
332,play netflix on my p. s. four,3
333,what causes osteoperosis,9
334,delete alarm,17
335,tell me what i wore yesterday,9
336,remove the appointment with george adams from my calendar,1
337,please check my gmail for new mail,5
338,remind me of how many lists i have,4
339,check new email,5
340,my choice to play an audio from first,3
341,hey tell me more about my meetings today,9
342,when will the world end,9
343,please show today meeting with clients,1
344,will trump visit russia anytime soon,12
345,have i received any emails from jeffrey burnette,5
346,get me latest updates from facebook,10
347,is this song ed sheeran,14
348,what month is today,6
349,who was the current prime minister of britain,11
350,tell me the largest ocean in the world,11
351,i want you to make alert in the evening about upcoming meeting,1
352,olly i am taking day off tomorrow,9
353,what is the exchange rate of euro and dollar,11
354,enable smart socket,0
355,display the seven day forecast for this week,8
356,play a game of contra as a second player,3
357,divide seventy six in two parts,11
358,is this program is scheduled,1
359,time between us and canada,6
360,please add sugar to my grocery list,4
361,did i email tom on the subject of gun control,5
362,let's play you'll be the keeper and never change position,3
363,please give me todays forecast for new york city,8
364,please play only music of pop mix,3
365,set a notification for three two and one hours before next week's english final,1
366,post a new status on facebook saying that i am enjoying the nice weather,10
367,play songs by the band the beatles,3
368,dim the lights in the living room,0
369,send an email to jake to tell him thank you,5
370,are there morning shows available,1
371,what is the weather for this week,8
372,say a good joke for me right now,9
373,make my usual,0
374,please remove remainder,1
375,do i need a sweater today,8
376,please send a mail to my friend divya how are you,5
377,i need to order some food from papa john's,15
378,send an email to my brother and say wedding anniversary,5
379,go on sweet talk me,9
380,give the stock price details of motorolla,11
381,when is my friend's birthday coming up,9
382,can you write an email to chelsea,5
383,i have a function at washington tomorrow remind it,1
384,raise the volume of the current music,2
385,are there any meetings set for next wednesday,1
386,remove this list from the others,4
387,convert eight am manila time to new york time,6
388,the sun is shinning bright will we have this weather for the rest of the day,8
389,play lady by kenny roger,3
390,do we have morgan's office's number,5
391,olly change the lighting to blue,0
392,hey olly chance the current light settings,0
393,what's a good joke,9
394,has anyone commented on my status,10
395,post hey everyone on facebook,10
396,play my most watched podcast,3
397,info of the upcoming events,7
398,i had a problem with my burger can you tweet bk,10
399,alarm settings,17
400,put dark colors instead of light ones in the house,0
401,is soft cheese better than hard,13
402,give the list of theaters in the vicinity,7
403,play the song i listen to the most,3
404,set a new alarm for that time,17
405,hey siri start an email to coworker,5
406,turn off all lights,0
407,i want to send an email to my family do you help me,5
408,which contact haven't i called in twelve months,5
409,please tell me what alarms are on,17
410,current time in japan,6
411,remove my next event,1
412,i am having a meeting on tomorrow set it,1
413,how is the weather likely to be this week,8
414,i would need to be notified of church services on sundays at eleven am,1
415,what reminders do i have scheduled before noon tomorrow,1
416,play me in tic tac toe,3
417,i would like to reply to sarah's email,5
418,play britney spears live concert series,3
419,what is the time now in new york,6
420,respond to the email from john doe,5
421,please find out the share price of microsoft in nasdaq,11
422,tell me about the cheapest flight fares to nj today,16
423,how much mehta willing to invest in my company in meeting which held today at five hundred and twenty p. m.,1
424,what is denzel washington's next movie,11
425,could you tell me the time in london,6
426,what's the capital of kazakhstan,11
427,play a retro song in my playlist,3
428,lets hear the united states of anxiety podcast,3
429,open songs from major lazer,3
430,delete my list,4
431,how much is the us dollar worth in canada,11
432,who is the music director of this song,14
433,open audio book history of rome,3
434,are you aware this joke,9
435,tweet my current location,10
436,add podcast favorites to playlist and start,3
437,where is the nearest walmart,7
438,play and shuffle all slow music songs,3
439,take out available louies,15
440,alexa please send an email to mom,5
441,where did amal clooney go to college,11
442,i want two burgers and one coke order it fast,15
443,i'd like to know what time it is right now,6
444,lets play battleship,3
445,pandora,3
446,replay the musics,14
447,what time should i go for a hike,8
448,tell me my schedule for later this afternoon,1
449,search my calendar for my next event and notify me before it occurs,1
450,respond to email,5
451,i wish to know the weather in san fransico,8
452,send a replay email,5
453,who are your developers,9
454,i need to go to dundee at five am on sunday by train,16
455,android,4
456,please play the latest song from the album abbas,3
457,hey what has been happening interesting in sports lately,9
458,what is an electronic emissions system,11
459,check time of ten thousand eight hundred and eighty seven train from luni station on tuesday,16
460,can you book a train ticket,16
461,give me the description of a television circuit,11
462,boiling,13
463,resume harry potter book four,3
464,can you please book train tickets for two for this friday,16
465,what is the current day month and year,6
466,play music playlist,3
467,can you play my favorite audio book of tarzan,3
468,is my alarm set for tomorrow morning,17
469,add detergent to the list of things i need to buy,4
470,play football with me,3
471,review all alarms,17
472,olly i feel like dancing play me some rock north roll,3
473,where was president madison born,11
474,is there a connecting train from london to paris and what time,16
475,send reply,5
476,discontinue use of lights,0
477,shadi special podcast play it,3
478,has my calendar been updated in the last ten minutes,1
479,were the stocks rising or declining,11
480,play the most popular song by given artist,3
481,can you book an uber tomorrow,16
482,remind me about,1
483,play all songs on shuffle,3
484,what's happening around the world,12
485,show me painting exhibition in bay area,7
486,switch off the master's bedroom,0
487,set my alarm for twelve p. m.,17
488,stock price,11
489,what is the highest rated movie now out,7
490,general health tips,9
491,how much is the average house,11
492,turn off my wemo socket,0
493,what movies are out this week,7
494,video games,3
495,please describe that object for me,11
496,can you put on love playlist,3
497,please tell me what is the definition of cylinder,11
498,how is rice prepared,13
499,show me reviews of my nearest location food court,7
500,open up and play music from my jogging playlist,3
501,show me a video on cooking fried chicken,13
502,current song playing what is it,14
503,change volume level to maximum,2
504,is calendar event true,1
505,remind me the day before my car is due,1
506,start radio play,3
507,please check new email from andy,5
508,when was the us got freedom,11
509,i want to order chinese take-out,15
510,give me an update on the election in one hour,1
511,find the recipe for sambar in cookingforu application,13
512,play only my list,3
513,clean the floor,0
514,latest news from the area,12
515,what does oscillate mean,11
516,i need this email sent now,5
517,call the nearest thai restaurant with delivery,15
518,remind me everyday at two p. m. for lunch,1
519,play next podcast,3
520,directions to disney land,16
521,what is your name,9
522,is the time currently correct for where i am located,6
523,is the song by shakira,14
524,schedule taxi pickup for monday at noon,16
525,what's the latest news from xinhua,12
526,what is the factorial of ten,11
527,tell me all events for today in my city,7
528,delete the shopping trip i have scheduled march twenty third,1
529,activate the roomba,0
530,olly play poker with me,3
531,news articles on a particular subject,12
532,did i tell you to remind me something,1
533,can you make dinner for me,9
534,olly get me the popular news from b. b. c.,12
535,turn off the lights in the bathroom,0
536,i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,9
537,set alarm at six thirty am,17
538,add toothpaste to my shopping list,4
539,say the list,4
540,if it is from a very familiar place mark it as important,5
541,playback tom clancy splinter cell,3
542,hey i am having a bad day today what can i watch to cheer me up,9
543,let's tweet a complaint,10
544,lets send a tweet,10
545,what is the capital of mexico,11
546,do you have any suggestion action movies,7
547,please read my new mails,5
548,start a gossip,9
549,is this true about this date,1
550,can you remove this item from the list,4
551,explain the geographical location of india,11
552,what's the next event at the library,7
553,nobody knows,3
554,how big is the empire state building,11
555,can i please have the weather for tomorrow here in costa mesa,8
556,set a reminder for this,1
557,get todays climate forecast here,8
558,give me the list of circus shows going on in the city right now,7
559,will you mark that i have a meeting with tom at three tomorrow,1
560,what do we have on new york time's front page,12
561,add this song for the next playing song,3
562,tell me international news,12
563,i need you to mark next monday,1
564,what features do you have planned to release in the future,9
565,two thumbs down at companyname,10
566,get rid of tax list from nineteen ninety,4
567,do you know how to cook risotto,13
568,please check email contain job listing,5
569,how many people are attending my next meeting,1
570,play the last doctor who radio broadcast,3
571,check recent to do list,4
572,could you please play the song of michael jackson,3
573,iphone seven description,11
574,check any mail from amazon,5
575,let me know the list,4
576,play my station,3
577,shall i change my car tires to snow tires soon,8
578,i need to make a list,4
579,technology,9
580,what is the definition of forensic,11
581,can you contact samsung and say my washer is on fire,10
582,what day is the fifth,6
583,where do most celebrities hang out,11
584,does the weather call for rain saturday,8
585,power off the wemo plug,0
586,is there any special in politic,12
587,tell me about jaipur,11
588,what is the definition of subjegant,11
589,please tell me how to i bake twelve oatmeal cookies,13
590,any events this weekend in pondichery,7
591,hey google play some jazz music for me,3
592,what's the latest news on c. n. n.,12
593,what is the interview time from yesterday's email,5
594,please continue reading audiobook,3
595,what's the temperature outside,8
596,play my favorite music now,3
597,what is a neutral density filter and would i want a gradient one or a solid one also which would be better in style between the screw on one and the square ones,11
598,begin a new list,4
599,google what are the basic things humans need,9
600,play me a game of tic tac toe,3
601,please put all the lights,0
602,read my grocery list,4
603,time now,6
604,noodles one pack make it as takeaway,15
605,do not wake me up tomorrow,17
606,what region is miami located,11
607,do i have any new emails in the last hour,5
608,rate five,14
609,what is the weather condition in new york,8
610,please skip to the next podcast episode,3
611,look up the map to stores near me,16
612,please play shake it off by taylor swiftm,3
613,give me petey's telephone number,5
614,i need to ask you how many angels can dance on a pinhead,9
615,i just got an email from bill i need to answer it right now,5
616,what events are happening soon,7
617,can you give me the details of upcoming annual function on twenty sixth march,9
618,what is the traffic like on my commute home at five,16
619,do i have a sales meeting today,1
620,house lights blue,0
621,how's the weather like in new jersey,8
622,show weather,8
623,give me the schedule for today's events,1
624,i like the songs of yeshudas please play it,14
625,what music is currently playing on,14
626,do you know recipe for risotto,13
627,who is this on the radio,14
628,hello my item which i bought from some one has gone out of order,10
629,start the vacuum cleaner,0
630,what day is december thirteenth,6
631,are there any fun events in la today,7
632,delete the last phrase,4
633,play my favorite song from last year,3
634,put on some led zeppelin,3
635,what is the forecast for saturday,8
636,what is twelve divided by four,11
637,set the alarm off,17
638,olly tell me a joke,9
639,tell me everything you know about sloths,11
640,listen to radio,3
641,show me my events,1
642,lights at percent,0
643,what's the currency exchange rate for china,11
644,my day was full of work olly,9
645,recommend a movie playing in my area,7
646,when was last academy award winning movie,11
647,calendar event send invite bill malinda,1
648,please mute for five minutes,2
649,email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,5
650,should i open the sun roof,8
651,play the romantic songs,3
652,i need a ride home,16
653,play coldplay album,3
654,please tell me news related to the stock market,11
655,olly anything else left on the list,4
656,remove the list,4
657,alexa please turn down the lights in the house,0
658,power on wemo,0
659,reply to dad write i will be late,5
660,a good first impression,9
661,start some music play the radio,3
662,how is the traffic presently near central park road,16
663,what's the exchange rates between u. s. a. and china,11
664,check definition of capricious,11
665,make a reminder of location a on calendar,1
666,tell me the time in this time zone,6
667,remind me to water my plants every tuesday thursday and saturday,1
668,olly i just cleaned my car,9
669,i can barely hear you,2
670,tweet that product sucks,10
671,olly what is the capital of california,11
672,does the nearby dominoes have delivery,15
673,please turn socket off,0
674,are there any crafts fairs happening in this area,7
675,i am going to work today,9
676,did i set an alarm to have tablets in the noon,17
677,i'd like to set a date for this week,1
678,what are the b. b. c. poll predictions for the upcoming us elections,12
679,prepare a cup of coffee for me,0
680,increase the brightness in this room,0
681,how many lists do i have,4
682,add event for meeting with james,1
683,is it raining tonight,8
684,what's in my inbox since we last looked,5
685,did i remember to set a reminder alarm for my next doctor's appointment,17
686,c. n. n. headlines,12
687,most viewed list,4
688,please play songs i've purchased and favorited,3
689,increase the brightness of the lights,0
690,what would you recommend for me to read,9
691,what should i make for dinner,13
692,alexa how much do you know about me,9
693,what is the minimum temperature of london,8
694,give me a weather report for las vegas,8
695,what is the largest active volcano on earth,11
696,play my spotify dance play list,3
697,alert me at the time of the event,1
698,turn off eight am alarm,17
699,please play shape of you by said sheeran,3
700,tell interesting news,12
701,send email to jessica,5
702,please find out of charley's steakhouse delivers,15
703,delete to do list,4
704,please check the weather in kansas,8
705,clear the list,4
706,detail for stock price,11
707,look up movies near me,7
708,news of the train wreck,12
709,give me the time of the events,1
710,turn down the lights to medium,0
711,where are the rocky mountains,11
712,post the message now,10
713,remove set alarm,17
714,what alarms did i set,17
715,find an interesting podcast about last pritzker price winners,3
716,what are the traffic conditions on the one hundred and one,16
717,what is the trending now,12
718,directions please,16
719,find the latest disney podcast,3
720,please tweet at pizzahut i've been waiting for my delivery for now number nothappy,10
721,olly i need directions to madison street,16
722,delete upcoming event,1
723,list all train times to ny,16
724,what's been happening for the last two months,12
725,meaning of,11
726,when is the birth date of taylor lautner,11
727,play songs by barenaked ladies,3
728,what is the latest story from fox news,12
729,remove events from calendar,1
730,what is the weather this week for miami,8
731,post in twitter my visit to japan,10
732,what was the subject of the last email from mom,5
733,do i have anything planned,1
734,it's my mother's birthday today send me a notification every year on this date,1
735,give the definition of motivation,11
736,add new email to my contacts macs at gmail dot com,5
737,i will need warm socks in winter in morning,8
738,remind me of rita's birthday twenty four hours in advance,1
739,play the previous podcast,3
740,what time is it in new york now,6
741,can you delete the next event,1
742,i love this song,14
743,today is what date,6
744,what kinds of sunglasses are considered aviators,11
745,i want to set an alarm when i'm driving home tomorrow to remember to stop at the store and get food,17
746,which film the music comes from what is the name of the music,14
747,do i have any new emails from my contact q.,5
748,make new schedule for tomorrow meeting,1
749,open chess app and begin game,3
750,his hardword is properly quead,9
751,turn on my playlist and play third song in the queue,3
752,play my favorite book,3
753,how is the stock going in general,11
754,remind me the wedding on time to buy a present,1
755,search the item,4
756,where on earth has the most volcanoes,11
757,i want the smart socket off now,0
758,i like music,14
759,tell me the recipe of,13
760,play biography of jackie kennedy,3
761,please load new email for bruce and send message now,5
762,what is the date next wednesday,6
763,what are the coordinates of the equator,11
764,my set alarms,17
765,brighter,0
766,can you tell me how many stomachs a cow has,11
767,read that back,3
768,from now on mute,2
769,is the thanks giving event on fourteenth of this month true,1
770,is the last order is ready,15
771,tell me what clothing stores are within five miles of me,7
772,facebook current stock rate,11
773,what lists do i have queried,4
774,dorothy needs to talk to me about our divorce can you please set up a meeting as soon as i am available,1
775,delete calendar item,1
776,how long will it take to get to the airport,16
777,tell me about the latest environmental news,12
778,does allearsnet have a new podcast,3
779,call taxi,16
780,send tech news,12
781,show me my calendar event this friday afternoon,1
782,find a recipe for dinner tonight,13
783,what time is it on the east coast of the united states,6
784,shut the lights off,0
785,can you substitute baking soda for baking powder,13
786,what is four plus five,11
787,open temperature,8
788,set an alarm for tomorrow at six in the morning,17
789,please sent this email to my friend,5
790,turn on favorite songs,3
791,new message to newmail at gmail dot com,5
792,i want more light,0
793,clear my next activity,1
794,can you set my coffee machine to make me coffee at seven am,0
795,put hamburger on my grocery list,4
796,it is seven am in pacific standard time,6
797,tell me the local events,7
798,is there any upcoming events,1
799,where is a good wine bar near me,7
800,please place my new email address to the contact,5
801,turn the plug off,0
802,shut off lights,0
803,can you tell me the contact information of jo,5
804,clear my activities list for today,4
805,i want to hear purple haze,3
806,listen to my favorites,3
807,remind me what i am doing on sunday afternoon,1
808,what day of the week is the twenty third of this month,6
809,give me all my lists,4
810,set an alarm for nine am,17
811,play the most popular elton john song,3
812,i want to hear a station that plays r. & b.,3
813,the song in background is cool,14
814,can you let delta know i'm never using them again,10
815,has jane doe emailed me,5
816,find today's wapo articles about trump,12
817,play the song title,3
818,please remind me about this tomorrow,1
819,tell me where steve jobs was born,11
820,play nineties hip hop,3
821,read list of new emails,5
822,tell me about the latest political news,12
823,olly let's hear wgrr one hundred and three point five,3
824,turn on some n. p. r. and play them out of my speakers,3
825,i would like to hear aretha franklin's call me after this song,3
826,train times from near me to location,16
827,could you please confirm if paradise does takeaway,15
828,what's the date,6
829,when is the next time it will rain,8
830,can you make this event repetitive,1
831,remove the second row from the list,4
832,remove my next scheduled appointment please,1
833,just play nine hundred and thirty seven f. m.,3
834,send john smith and email,5
835,google train tickets to washington d. c.,16
836,mute please,2
837,send an email to juanpedro at gmail dot com,5
838,turn down lights,0
839,how much wood could a woodchuck chuck if a woodchuck could chuck wood,9
840,help is to be sent only to jane,5
841,next button,3
842,switch wemo plug socket off,0
843,current time new york,6
844,cut the songs in this musics,14
845,do i need to do anything today,1
846,details on person,11
847,show me the latest news from the guardian,12
848,how much money did bill gates make,11
849,could you please help me in listening to the radio,3
850,what's the recipe for fish soup,13
851,will it be a sticky night,8
852,what's going on around here this weekend,7
853,find the list,4
854,can you do nine plus two,11
855,birthday,1
856,what do i need to make lamb pathia,13
857,olly please list the best clothing shops near me,7
858,turn off sockets,0
859,show me the best recipe for spaghetti,13
860,show me the answer for this problem two hundred and forty six plus six hundred and fifty four,11
861,olly what events are happening in pondichery this weekend,7
862,should we expect rain this afternoon,8
863,what day of the week is first april,6
864,play classic rock,3
865,my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,5
866,open parcheese game for you and i,3
867,olly hit me up with some exciting events in the bay area,7
868,what do i have planned for this week,1
869,olly play next recording,3
870,send me an alert and hour before my next appointment,1
871,cease operating lights,0
872,hey what's a book,11
873,please look up local restaurants that are open now,7
874,how tall is hulk hogan,11
875,play rap music,3
876,what is the size of the united states,11
877,play papa pear saga,3
878,turn off porch light,0
879,send an email to grandma saying we are dropping by on saturday see you then,5
880,i want a lower light,0
881,delete from playlist my old english songs list,4
882,what's up olly,9
883,remind me about the meeting tomorrow at six,1
884,change the lights to blue olly,0
885,lower the lights,0
886,can you cook something special for me and my wife,9
887,describe hell,11
888,check meeting schedule in todays mail,5
889,please tweet a complaint to comcast for bad customer service,10
890,what is new news for today,12
891,where is yosemite park,11
892,describe rock sand,11
893,what is todays weather,8
894,put my dinner at red lobster on the calendar for today at nine,1
895,look up,9
896,just set me reminders about pending bill payments,1
897,i feel like having soup for lunch order from wangs kitchen restaurant a chicken manchow soup,15
898,find john smith in contacts,5
899,definition of velocity,11
900,is there a groomer in town for cats only,9
901,what is scheduled on my calendar today,1
902,i've canceled the order placed at mcd did it go through,15
903,add a reminder to my calendar every year on this date,1
904,i'm unhappy with tesco please help me,10
905,give me the latest news,12
906,send a reply to the last email,5
907,uber me to the airport,16
908,get me the latest stock price for costco,12
909,remind me to check the stew at six o'clock,1
910,remove from calendar my medical appointment for today,1
911,swimming,7
912,please add dinner with mary to my calendar on saturday,1
913,let me know when you hear about france,12
914,please change the light colors to red,0
915,should i wear raincoat before getting out,8
916,what is the news from that newsource,12
917,search for more songs from the band,3
918,show me the events in my work calendar for next week,1
919,for every odd numbered sunday set a reminder for,1
