doc_idx,text,true_label
113,The minimal base size for a p-solvable linear group,49
114,On regular polytopes of order $2^n$,49
115,Inclusion graph of subgroups of a group,49
116,Quasi-isolated blocks and Brauer's height zero conjecture,49
117,"Interval Garside Structures Related to the Affine Artin Groups of Type
  $\tilde{A}$",49
118,On the finitely separability of subgroups of generalized free products,49
119,Finite groups contain large centralizers,49
120,"UMD Banach spaces and square functions associated with heat semigroups
  for Schr\""odinger and Laguerre operators",43
121,"Polynomials of Meixner's type in infinite dimensions-Jacobi fields and
  orthogonality measures",43
122,Tur\'an determinants of Bessel functions,43
123,"The Symmetrical $H_{q}$-Semiclassical Orthogonal Polynomials of Class
  One",43
124,"Refined interlacing properties for zeros of paraorthogonal polynomials
  on the unit circle",43
125,Ultradiscrete Painlev\'e VI with Parity Variables,43
126,A Note on Carleman's Inequality,43
127,Some observations on a Kapteyn series,43
128,Topological minimal sets and their applications,43
129,"Classification of positive elliptic-elliptic rotopulsators on Clifford
  tori",43
130,Discrete trigonometric and hyperbolic systems: An overview,43
131,"On complete monotonicity of solution to the fractional relaxation
  equation with the $n$th level fractional derivative",43
132,Weighted bound for commutators,43
133,"The comparative efficiency of the different methods in which Pi is
  calculated",43
134,Trigonometric series and self-similar sets,43
135,"A high order $q$-difference equation for $q$-Hahn multiple orthogonal
  polynomials",43
136,"New hypergeometric formulae to $\pi$ arising from M. Roberts
  hyperelliptic reductions",43
137,Paraproducts with flag singularities I. A case study,43
138,Product Gauges for Product Domains,43
139,"Weighted norm inequalities in Lebesgue spaces with Muckenhoupt weights
  and some applications to operators",43
140,"Approximating mixed H\""older functions using random samples",43
141,"Finite Point configurations in Products of Thick Cantor sets and a
  Robust Nonlinear Newhouse Gap Lemma",43
142,On the roots of a hyperbolic polynomial pencil,43
143,On statistical arc length of the Riemann $Z(t)$-curve,43
144,"A unified proof of inequalities and some new inequalities involving
  Neuman-S\'andor mean",43
145,Generalized sign Fourier uncertainty,43
146,Mixed inequalities for commutators with multilinear symbol,43
147,"On Some New Hermite-Hadamard type inequalities for s-geometrically
  convex functions",43
148,"The resurgence properties of the large order asymptotics of the
  Anger--Weber function II",43
149,"The Class of Purely Unrectifiable Sets in the Hilbert Space is
  coanalytic-complete",43
150,Self-improvement of pointwise Hardy inequality,43
151,"Ramanujan's Master Theorem and two formulas for zero-order Hankel
  transform",43
152,On BV homeomorphisms,43
153,"A Class of Integral Operators Induced by Harmonic Bergman-Besov kernels
  on Lebesgue Classes",43
154,Symmetry identities for 2-variable Apostol type and related polynomials,43
155,On continuous solutions of a problem of R.Schilling,43
156,"A Short Proof that Minimal Sets of Planar Ordinary Differential
  Equations are Trivial",43
157,A Gronwall inequality for a general Caputo fractional operator,43
158,"On the Ulam-Hyers stabilities of {\Psi}-Hilfer fractional differential
  equation by means of abstract Volterra operator",43
159,"Spectral distribution of large-size Brownian motions on the complex
  linear group",43
160,SOFT: A synthetic synchrotron diagnostic for runaway electrons,71
161,Rarefaction wave in relativistic steady magnetohydrodynamic flows,71
162,"GPEC, a real-time capable Tokamak equilibrium code",71
163,"Fusion in a magnetically-shielded-grid inertial electrostatic
  confinement device",71
164,"Monte Carlo simulation of resonance effects of electron transport in a
  spatially modulated electric field in Ar, N$_2$ and their mixtures",71
165,"Effects of distinct ion temperatures on the head-on collision and phase
  shifts of dust acoustic one and multi-solitons in dusty plasmas",71
166,"One-dimensional particle simulation of the filamentation instability:
  electrostatic field driven by the magnetic pressure gradient force",71
167,The filamented electron bunch of the bubble regime,71
168,"A new low-beta regime for unstable proton firehose modes in bi-Kappa
  distributed plasmas",71
169,"Numerical investigation into the effects of non-equilibrium plasma
  discharge on two-stage ignition and LTC of DME/O2/Ar Mixtures",71
170,"Mysteries and Unknows of Single Bubble Sonoluminescence from Viewpoint
  of Plasma Spectroscopy",71
171,"Ab initio thermodynamic results for the degenerate electron gas at
  finite temperature",71
172,Practicality of magnetic compression for plasma density control,71
173,A Review of the 0.1 Reconnection Rate Problem,71
174,Configurational temperature in dusty plasmas,71
175,"Measuring fast electron spectra and laser absorption in relativistic
  laser-solid interactions using differential bremsstrahlung photon detectors",71
176,Single-Species Weibel Instability of Radiationless Plasma,71
177,"Production and dynamics of positrons in ultrahigh intensity laser-foil
  interactions",71
178,"Self-diffusion in two-dimensional quasi-magnetized rotating dusty
  plasmas",71
179,Stream-Aligned Magnetohydrodynamics for Solar Wind Simulations,71
180,"The linear and nonlinear inverse Compton scattering between microwaves
  and electrons in a resonant cavity",71
181,"Validity of models for Dreicer generation of runaway electrons in
  dynamic scenarios",71
182,Thermal conductivity of strongly coupled Yukawa fluids,71
183,On the Specific Features of Temperature Evolution in Ultracold Plasmas,71
184,"Precursor magneto-sonic solitons in a plasma from a moving charged
  object",71
185,"Comment on ""Spin-Gradient-Driven Light Amplification in a Quantum
  Plasma""",71
186,A tunable plasma-based energy dechirper,71
187,"Interaction of ion-acoustic solitons with electron beam in warm plasmas
  with superthermal electrons",71
188,"Fluid simulations of plasma filaments in stellarator geometries with
  BSTING",71
189,Transverse magnetic field influence on wakefield in complex plasmas,71
190,"Quantum-statistical equation-of-state models of dense plasmas:
  high-pressure Hugoniot shock adiabats",71
191,Whistler instability in a semi-relativistic bi-Maxwellian plasma,71
192,"Lagrangian diffusive reactor for detailed thermochemical computations of
  plasma flows",71
193,"Possible mechanism responsible for observed impurity outward flow under
  radio frequency heating",71
194,"Zonal profile corrugations and staircase formation: Role of the
  transport crossphase",71
195,A neoclassically optimized compact stellarator with four planar coils,71
196,Equation-of-state model for shock compression of hot dense matter,71
197,"Gyrokinetic full-f particle-in-cell simulations on open field lines with
  PICLS",71
198,"From one-dimensional fields to Vlasov equilibria: Theory and application
  of Hermite polynomials",71
199,Basic Chemical Models of Nonideal Atomic Plasma,71
200,Randomized Projection Learning Method forDynamic Mode Decomposition,26
201,Fast Metric Learning For Deep Neural Networks,26
202,"Voronoi Progressive Widening: Efficient Online Solvers for Continuous
  State, Action, and Observation POMDPs",26
203,The classification for High-dimension low-sample size data,26
204,"Demystifying Ten Big Ideas and Rules Every Fire Scientist & Engineer
  Should Know About Blackbox, Whitebox & Causal Artificial Intelligence",26
205,Deep Conditional Gaussian Mixture Model for Constrained Clustering,26
206,"How memory architecture affects learning in a simple POMDP: the
  two-hypothesis testing problem",26
207,Improving Fairness for Data Valuation in Federated Learning,26
208,"Policy Optimization Provably Converges to Nash Equilibria in Zero-Sum
  Linear Quadratic Games",26
209,"CRED: A Deep Residual Network of Convolutional and Recurrent Units for
  Earthquake Signal Detection",26
210,"Empirical learning aided by weak domain knowledge in the form of feature
  importance",26
211,Adaptive Differentially Private Empirical Risk Minimization,26
212,Semi-Empirical Objective Functions for MCMC Proposal Optimization,26
213,Deep Learning Generalization and the Convex Hull of Training Sets,26
214,CPR: Classifier-Projection Regularization for Continual Learning,26
215,"Normality-Calibrated Autoencoder for Unsupervised Anomaly Detection on
  Data Contamination",26
216,Transport Analysis of Infinitely Deep Neural Network,26
217,"Emerging Artificial Intelligence Applications in Spatial Transcriptomics
  Analysis",26
218,"Qimera: Data-free Quantization with Synthetic Boundary Supporting
  Samples",26
219,Deep Genetic Network,26
220,"A Poisson convolution model for characterizing topical content with word
  frequency and exclusivity",26
221,Tractable Regularization of Probabilistic Circuits,26
222,"Deep-seismic-prior-based reconstruction of seismic data using
  convolutional neural networks",26
223,Graph Partition Neural Networks for Semi-Supervised Classification,26
224,"Improving confidence while predicting trends in temporal disease
  networks",26
225,Gi and Pal Scores: Deep Neural Network Generalization Statistics,26
226,Releasing Graph Neural Networks with Differential Privacy Guarantees,26
227,"Performance Analysis of Deep Autoencoder and NCA Dimensionality
  Reduction Techniques with KNN, ENN and SVM Classifiers",26
228,"Improving Calibration through the Relationship with Adversarial
  Robustness",26
229,"Efficient Estimation of the number of neighbours in Probabilistic K
  Nearest Neighbour Classification",26
230,Financial series prediction using Attention LSTM,26
231,Feature Selection as a Multiagent Coordination Problem,26
232,A Study of Gradient Variance in Deep Learning,26
233,"Graph Neural Networks with Learnable Structural and Positional
  Representations",26
234,"Progress Extrapolating Algorithmic Learning to Arbitrary Sequence
  Lengths",26
235,Transferability Properties of Graph Neural Networks,26
236,Rethinking Adam: A Twofold Exponential Moving Average Approach,26
237,A necessary and sufficient stability notion for adaptive generalization,26
238,Multi-Label Classifier Chains for Bird Sound,26
239,Bolstering Stochastic Gradient Descent with Model Building,26
240,Broken Time Reversal Symmetry in Superconducting Pr1-xCexPt4Ge12,14
241,"Ergodic versus nonergodic behavior in oxygen deficient high-T_c
  superconductors",14
242,"Onset field for Fermi-surface reconstruction in the cuprate
  superconductor YBCO",14
243,The Energy-dependent Checkerboard Patterns in Cuprate Superconductors,14
244,"Topologically protected superconducting ratchet effect generated by
  spin-ice nanomagnets",14
245,"Superconductivity at 23 K and Low Anisotropy in Rb-Substituted
  BaFe_2As_2 Single Crystals",14
246,"Multiple Changes of Order of the Vortex Melting Transition in BSCCO with
  Dilute Columnar Defects",14
247,"Spontaneous spin current near the interface between unconventional
  superconductors and ferromagnets",14
248,"Superfluid-insulator transition and the BEC-BCS crossover in the Rashba
  moat band",14
249,"Sum rule analysis of Umklapp processes and Coulomb energy: application
  to cuprate superconductivity",14
250,"Intra pseudogap- and superconductivity-pair spin and charge fluctuations
  and underdome metal-insulator (fermion-boson)-crossover phenomena as
  keystones of cuprate physics",14
251,Synthesis and Physical Properties of FeSe1/2Te1/2 Superconductor,14
252,Possible Fulde-Ferrell-Larkin-Ovchinnikov State in CeCoIn_5,14
253,"Connection between London moment and Meissner effect from classical
  electrodynamics",14
254,"Enhancement of the superconductivity and quantum metallic state in the
  thin film of superconducting Kagome metal KV$_3$Sb$_5$",14
255,Superconductivity near Pomeranchuk instabilities in the spin channel,14
256,"Evolution in the split-peak structure across the Peak Effect region in
  single crystals of $2H$-NbSe$_2$",14
257,"Inhomogeneous critical current in nanowire superconducting single-photon
  detectors",14
258,Evidence for Isotropic s-Wave Superconductivity in High-Entropy Alloys,14
259,"Broken rotational symmetry in the pseudogap phase of a high-Tc
  superconductor",14
260,Origin of time reversal symmetry breaking in Y(1-y)Ca(y)Ba(2)Cu(3)O(7-x),14
261,"Quantum Oscillations of the Critical Current of Asymmetric Aluminum
  Loops in Magnetic Field",14
262,"Superconductivity enhancement in the S-doped Weyl semimetal candidate
  MoTe2",14
263,"On the London Free Energy and Tilt Modulus of the Flux Line Lattice in
  Type II Superconductors",14
264,"Superconductivity at 33 - 37 K in $ALn_2$Fe$_4$As$_4$O$_2$ ($A$ = K and
  Cs; $Ln$ = Lanthanides)",14
265,"Reply to ""Comment on London theory for superconducting phase transitions
  in external magnetic fields: Application to UPt_3""",14
266,"Unconventional superconducting gap via spin fluctuations in iron-vacancy
  ordered A$_{y}$Fe$_{2-x}$Se$_{2}$",14
267,"Anomalous High-Field Magnetotransport in CaFeAsF due to the Quantum Hall
  Effect",14
268,"A non-linear minimization calculation of the renormalized frequency
  $\tilde{\omega}$ in dirty d-wave superconductors",14
269,"Long-lived non-equilibrium superconductivity in a non-centrosymmetric
  Rashba semiconductor",14
270,"Comment on ""Single intrinsic Josephson junction with double-sided
  fabrication technique"" by You et al [Appl. Phys. Lett. 88, 222501 (2006)]",14
271,Superconductivity in iron telluride thin films under tensile stress,14
272,"A new first-principles calculation of field-dependent RF surface
  impedance of BCS superconductor and application to SRF cavities",14
273,Absence of superconductivity in iron polyhydrides at high pressures,14
274,Dimerization-induced topological superconductivity in a Rashba nanowire,14
275,"Campbell response in type II superconductors under strong pinning
  conditions",14
276,"Competition of Superconductivity and Magnetism in MoSr2R1.5Ce0.5Cu2O10-d
  (R=Rare-earth, Mo-1222)",14
277,"Inversion-protected higher order topological superconductivity in
  monolayer WTe$_2$",14
278,"Unconventional $^{17}$O and $^{63}$Cu NMR shift components in cuprate
  superconductors",14
279,Kondo effect in underdoped n-type superconductors,14
280,"A Sandwich Likelihood Correction for Bayesian Quantile Regression based
  on the Misspecified Asymmetric Laplace Density",91
281,Max-infinitely divisible models and inference for spatial extremes,91
282,Noise Inference For Ergodic L\'evy Driven SDE,91
283,"Efficient Bayesian hierarchical functional data analysis with basis
  function approximations using Gaussian-Wishart processes",91
284,Maximum likelihood estimation of a multidimensional log-concave density,91
285,Targeting Learning: Robust Statistics for Reproducible Research,91
286,Estimation of the Epidemic Branching Factor in Noisy Contact Networks,91
287,"Confidence Intervals that Utilize Uncertain Prior Information about
  Exogeneity in Panel Data",91
288,"Combining predictive distributions for statistical post-processing of
  ensemble forecasts",91
289,Estimating Average Treatment Effects with Support Vector Machines,91
290,"On the relation between Gaussian process quadratures and sigma-point
  methods",91
291,Partial Correlation Estimation by Joint Sparse Regression Models,91
292,Projection estimates of point processes boundaries,91
293,On a new test of fit to the beta distribution,91
294,Indirect Maximum Entropy Bandwidth,91
295,"An efficient methodology to estimate the parameters of a two-dimensional
  chirp signal model",91
296,"Flexible modelling in statistics: past, present and future",91
297,Truncated Stochastic Approximation with Moving Bounds: Convergence,91
298,"selectBoost: a general algorithm to enhance the performance of variable
  selection methods in correlated datasets",91
299,"Bayesian Measurement Error Models Using Finite Mixtures of Scale
  Mixtures of Skew-Normal Distributions",91
300,"Derivative Computations and Robust Standard Errors for Linear Mixed
  Effects Models in lme4",91
301,"Distributionally Robust Mean-Variance Portfolio Selection with
  Wasserstein Distances",91
302,"A gradient-free subspace-adjusting ensemble sampler for
  infinite-dimensional Bayesian inverse problems",91
303,"Continuous testing for Poisson process intensities: A new perspective on
  scanning statistics",91
304,The Efficient Shrinkage Path: Maximum Likelihood of Minimum MSE Risk,91
305,Supervised Convex Clustering,91
306,"Efficient multiply robust imputation in the presence of influential
  units in surveys",91
307,Evaluating the Impact of Treating the Optimal Subgroup,91
308,"The Normal-Generalised Gamma-Pareto process: A novel pure-jump L\'evy
  process with flexible tail and jump-activity properties",91
309,"Estimation and adaptive-to-model testing for regressions with diverging
  number of predictors",91
310,"Marginalized Two Part Models for Generalized Gamma Family of
  Distributions",91
311,Recovery of Coherent Data via Low-Rank Dictionary Pursuit,91
312,Trace Pursuit: A General Framework for Model-Free Variable Selection,91
313,"A Bayesian Semiparametric Gaussian Copula Approach to a Multivariate
  Normality Test",91
314,"Histogram lies about distribution shape and Pearson's coefficient of
  variation lies about variability",91
315,Analysis of nonlinear modes of variation for functional data,91
316,"Des specificites de l'approche bayesienne et de ses justifications en
  statistique inferentielle",91
317,"Spatial Statistical Downscaling for Constructing High-Resolution Nature
  Runs in Global Observing System Simulation Experiments",91
318,A Method of Trend Extraction Using Singular Spectrum Analysis,91
319,"Bayesian Hierarchical Models with Conjugate Full-Conditional
  Distributions for Dependent Data from the Natural Exponential Family",91
320,"Quantum optics with single molecules in a three-dimensional polymeric
  platform",62
321,Graphene Plasmonic Fractal Metamaterials for Broadband Photodetectors,62
322,Superscattering from subwavelength corrugated cylinders,62
323,"A Stereolithographically Fabricated Polymethacrylate Broadband THz
  Absorber",62
324,MEMS Heat Flux Sensor,62
325,"Optical inspection of manufactured nanohole arrays to bridge the
  lab-industry gap",62
326,"Wang tiling aided statistical determination of the Representative Volume
  Element size of random heterogeneous materials",62
327,"A 2D metamaterial with auxetic out-of-plane behavior and non-auxetic
  in-plane behavior",62
328,"Topology optimized multi-functional mechanically reconfigurable
  meta-optics studied at microwave frequencies",62
329,"A Very-High-Velocity Acoustic Wave on a LiNbO$_3$/Sapphire Substrate for
  Use in Sub-6-GHz Devices",62
330,Switchable and Simultaneous Spatiotemporal Analog Computing,62
331,Efficient GSTC-FDTD Simulation of Dispersive Bianisotropic Metasurface,62
332,Losses of Interface Waves in Plasmonic and Gyrotropic Structures,62
333,"Bias-free reconfigurable magnonic phase shifter based on a spin-current
  controlled ferromagnetic resonator",62
334,"Uneven Current Distribution Modeling and Random Walk based Variation
  Analysis for interconnect Electromigration Estimation",62
335,"Fundamentals of Scanning Surface Structuring by Ultrashort Laser Pulses:
  From Electron Diffusion to Final Morphology",62
336,"Optimized Spintronic Terahertz Emitters Based on Epitaxial Grown Fe/Pt
  Layer Structures",62
337,"Tuning Spin Current Injection at Ferromagnet/Non-Magnet Interfaces by
  Molecular Design",62
338,Passive Decoupling of Two Closely Located Dipole Antennas,62
339,"Giant magneto-birefringence effect and tuneable colouration of 2D
  crystals' suspensions",62
340,"A Brief Review of Current Lithium Ion Battery Technology and Potential
  Solid State Battery Technologies",62
341,"Interplay between powder catchment efficiency and layer height in
  self-stabilized laser metal deposition",62
342,"Fabrication of solar cells based on $Cu_2ZnSnS_4$ prepared from
  $Cu_2SnS_3$ synthesized using a novel chemical procedure",62
343,"Visualization of Local Conductance in MoS2/WSe2 Heterostructure
  Transistors",62
344,"Substrate engineering of inductors on SOI for improvement of Q-factor
  and application in LNA",62
345,"Ultrafast long-range energy transport via light-matter coupling in
  organic semiconductor films",62
346,"Meissner levitation of a millimeter size neodymium magnet within a
  superconducting radio frequency cavity",62
347,Design for a 10 KeV Multi-Pass Transmission Electron Microscope,62
348,Topological transition in spiral elastic valley metamaterials,62
349,"Three-dimensional laser printing of macro-scale glass objects at a
  micro-scale resolution",62
350,Broadband Ultrafast Dynamics of Refractory Metals: TiN and ZrN,62
351,"In-situ high resolution TEM observation of Aluminum solid-state
  diffusion in Germanium nanowires: fabricating sub-10 nm Ge quantum dots",62
352,"Analysis of Lithium-ion Battery Cells Degradation Based on Different
  Manufacturers",62
353,Magnetic skyrmion artificial synapse for neuromorphic computing,62
354,"Performance limit for base-excited energy harvesting, and comparison
  with experiments",62
355,"Non-invasive imaging of three-dimensional integrated circuit activity
  using quantum defects in diamond",62
356,"Nonlinear effects in locally-resonant nanostrip phononic metasurface at
  GHz frequencies",62
357,"3D printed micro-optics for quantum technology: Optimized coupling of
  single quantum dot emission into a single mode fiber",62
358,Dynamic metasurface lens based on MEMS Technology,62
359,Programmable Metasurfaces: State of the Art and Prospects,62
360,"PubSub-SGX: Exploiting Trusted Execution Environments for
  Privacy-Preserving Publish/Subscribe Systems",20
361,"Parallel Computing Environments and Methods for Power Distribution
  System Simulation",20
362,A Robust and Efficient Trust Management Scheme for Peer-to-Peer Networks,20
363,Serverless Workflows with Durable Functions and Netherite,20
364,"A Survey of Semantics-Aware Performance Optimization for Data-Intensive
  Computing",20
365,"Scalable and Efficient Configuration of Time-Division Multiplexed
  Resources",20
366,The Nubo Virtual Services Marketplace,20
367,"In-Depth Exploration of Single-Snapshot Lossy Compression Techniques for
  N-Body Simulations",20
368,"Batch is back: CasJobs, serving multi-TB data on the Web",20
369,Fast tree numeration in networks with synchronized time,20
370,"Decentralized Eigenvalue Algorithms for Distributed Signal Detection in
  Cognitive Networks",20
371,Operating the Cloud from Inside Out,20
372,"Collaborative Unsupervised Visual Representation Learning from
  Decentralized Data",20
373,"Neutron Star Evolutions using Tabulated Equations of State with a New
  Execution Model",20
374,"Joint Multi-User DNN Partitioning and Computational Resource Allocation
  for Collaborative Edge Intelligence",20
375,Scalable HPC and AI Infrastructure for COVID-19 Therapeutics,20
376,"Galois Field Arithmetics for Linear Network Coding using AVX512
  Instruction Set Extensions",20
377,"Real-Time Simulation in Real-Time Systems: Current Status, Research
  Challenges and A Way Forward",20
378,Byzantine Fault Tolerance of Regenerating Codes,20
379,"A Fast, Scalable, Universal Approach For Distributed Data Aggregations",20
380,"The Research and Optimization of Parallel Finite Element Algorithm based
  on MiniFE",20
381,"Short Labeling Schemes for Topology Recognition in Wireless Tree
  Networks",20
382,"DRS: Dynamic Resource Scheduling for Real-Time Analytics over Fast
  Streams",20
383,"A Holistic Approach to Log Data Analysis in High-Performance Computing
  Systems: The Case of IBM Blue Gene/Q",20
384,"Enhancing the scalability and load balancing of the parallel selected
  inversion algorithm via tree-based asynchronous communication",20
385,TerraServer SAN-Cluster Architecture and Operations Experience,20
386,"XML Schema-based Minification for Communication of Security Information
  and Event Management (SIEM) Systems in Cloud Environments",20
387,"Performance Comparisons of Self-stabilizing Algorithms for Maximal
  Independent Sets",20
388,"JArena: Partitioned Shared Memory for NUMA-awareness in Multi-threaded
  Scientific Applications",20
389,"Exact size counting in uniform population protocols in nearly
  logarithmic time",20
390,Inversion-based Measurement of Data Consistency for Read/Write Registers,20
391,"Evaluation of Automatic GPU and FPGA Offloading for Function Blocks of
  Applications",20
392,Distributed Abstraction Algorithm for Online Predicate Detection,20
393,"Efficient and Robust Parallel DNN Training through Model Parallelism on
  Multi-GPU Platform",20
394,"Container solutions for HPC Systems: A Case Study of Using Shifter on
  Blue Waters",20
395,A new step for computing,20
396,The GAP Benchmark Suite,20
397,Self-stabilizing Graph Exploration by a Single Agent,20
398,In-Memory Indexed Caching for Distributed Data Processing,20
399,"Enabling Efficient and Flexible FPGA Virtualization for Deep Learning in
  the Cloud",20
400,On products of T-ideals in free algebras and free group algebras,58
401,On the structure of axial algebras,58
402,"Two linear transformations each tridiagonal with respect to an
  eigenbasis of the other; comments on the parameter array",58
403,Representations and Deformations of 3-Hom-$\rho$-Lie algebras,58
404,"On primitive axial decomposition algebras of Majorana type with
  degenerate eigenvalues",58
405,"Classification of 6-dimensional nilpotent Lie algebras over fields of
  characteristic not 2",58
406,Quotients of monoid extensions and their interplay with Baer sums,58
