doc_idx,text,true_label
128,tell me what the weather is doing in grand rapids mi right now,9
129,title of song,24
130,what is googs current price,17
131,turn off the alarm,43
132,did you place the reminder about the meeting for tomorrow,22
133,make it brighter in here,28
134,i never want to hear that song again,44
135,what information do i have on reminders,22
136,make a grocery list please,39
137,email my appointments to reschedule,5
138,how is it outside today,9
139,how would you describe a ball,37
140,mute for fifteen minutes,16
141,please activate my coffee pot for me,0
142,new pop music,3
143,quick reply to jack so please send a mail,5
144,tell me something i can do to help my community today,11
145,news from c. n. n.,20
146,set a reminder to notify me one hour before lunch meeting,1
147,start the next episode,33
148,speaker volume increase,45
149,what events are upcoming today,22
150,i need to buy gas,11
151,please find a contact number of jayesh and tell me,38
152,i have my clothes list,4
153,no lights in the kitchen,19
154,what artist is this,24
155,list current set alarms,42
156,please begin clash of clans,35
157,when was the bolshoi theater constructed,31
158,delete all the events in my calendar,12
159,what mistakes do you usually make,11
160,shut off the socket,8
161,display the local time of london at this moment,14
162,turn off the sounds,16
163,and the darkness has fallen,46
164,i would like it to be able to compute answer from search results like wolfram alpha does,11
165,set first week of june as holiday in my calendar,1
166,play the oldies station,23
167,list items on my work list,4
168,don't play this song again,44
169,i want to hear the last news from c. n. n.,20
170,show me the train schedules to the metropolitan opera house,41
171,start music app and play a song for me,3
172,i want to make a note on my calendar for the event tomorrow at the library,1
173,book a ticket to ny by train,47
174,hey cancel all my other meetings and calls for second march as it is jim's birthday tag it as an event in your calendar,1
175,play my favorites,3
176,start celine dion songs,3
177,play ping pong,35
178,please turn up the screen brightness all the way,28
179,can you make some coffee,0
180,disable alarm for three p. m.,43
181,play game with me,35
182,please say to the email that sent me george i need the money now it's urgent,5
183,what's the easiest way to cook pasta,21
184,describe what a sphere is,37
185,start a pot of coffee please,0
186,answer for three times four,26
187,remind me to pick up linda at five in the evening on seventh,1
188,remind me on fifth march of every year to arrange wedding anniversary presents,1
189,save this song to playlist,48
190,remove that item,49
191,turn on an alarm for three thirty p. m. today,30
192,tell me if i have any new messages in my inbox,10
193,tell me the current price of exxon mobil stock,17
194,new updates,13
195,is there any news about the presidency,20
196,make sure there is no events on my calendar,12
197,search nandy,10
198,check emails from john,10
199,reply this mail,5
200,is dinner ready yet,50
201,are there any free events on in my area today,15
202,coordinate all pop song genres,3
203,i want to see the news,20
204,the definition of life,37
205,read what is on my list,4
206,get me a uber,29
207,what's happening around me,15
208,make an alarm for the meeting with bob at seven today,30
209,should i wear sandals or shoes with socks,9
210,what reminders do i still have,22
211,play me this mornings show from one hundred and one point nine,23
212,what i like today,11
213,can i get a recipe for tuna,21
214,what is the weather in beijing,9
215,how do i get to the mall,41
216,check for me new emails received from sara,10
217,check for emails from my employer,10
218,anything interesting from bob's news,20
219,any mail from amazon today,10
220,start b. b. c. radio,23
221,remember this email,36
222,delete events from calendar,12
223,cancel alarm,43
224,please set the alarm for next friday at six thirty am,30
225,find a description about a samsung t. v.,37
226,get me up in half an hour,30
227,what are the trending articles on the new york times,20
228,my day was extremely hard,11
229,what day of the week does christmas fall on this year,14
230,set lunch every day at twelve thirty,1
231,who won the presidential election this year,31
232,hey reply a mail which i received,5
233,any lighting news emails,10
234,which pole is colder south or north,31
235,my trip to goa photo post it on instagram,18
236,please add list of things to buy for party,39
237,how much is a train ticket to chicago,41
238,check to see if i have any new emails from my dad,10
239,should i take my raincoat with me now,9
240,tweet complain at comcast,18
241,start a game and play with me,35
242,do i have any new friend requests,13
243,i'd like some red lighting,40
244,can you make the room brighter,28
245,does my company worker have a home phone number,38
246,let's play hits on the radio,23
247,thanksgiving turkey cooking procedure in five sentences is what,21
248,what time are the hockey games tonight,11
249,erase all,49
250,mute volume,16
251,did anyone like my photo i just posted,13
252,read back my grocery list to me,4
253,remind me after ten minutes,1
254,how many phone numbers do i have for brenden,38
255,train ticket,47
256,what's on your list right now,4
257,i'd like you to turn turn on the t. v.,34
258,what is eastern standard time right noe,14
259,please check the trending topics on twitter,13
260,lower the speaker volume,51
261,how long do i cook maccoroni,21
262,hold,52
263,how long does it take to make vegetable lasagna,21
264,remove anniversary event from my calendar,12
265,do not speak today,16
266,please rate current song as five stars,48
267,olly put dark colors instead of light ones in the house,40
268,tell me billy crytals address,31
269,do i have anything planned for the twenty first,22
270,hey send a meeting invite to mr. ross for this friday's meeting and block my calendar for friday afternoon,1
271,remove cereal from my shopping list,49
272,can you give me the movie schedule,22
273,how about you,11
274,make coffee at three,0
275,what's in the news,20
276,play kiss f. m. for me,23
277,tweet at,18
278,what events are going in my town this week,15
279,where is volume setting,2
280,tell me more about my events,11
281,show me recipes,21
282,what store is having sales tomorrow,11
283,what size is a sperm whale,31
284,how are you feeling today,11
285,how do i set my coffee machine to make coffee,0
286,when does the f. train run today,41
287,start playing my most recent podcast,33
288,send a twitter complaint,18
289,put on the vacuum on now and clean the living room,53
290,here is a new email address to be added to the contacts,5
291,info on lisa ann please,31
292,i want coffee everyday,0
293,post this to my facebook l. o. l.,18
294,order pizza for delivery,25
295,i want a meeting till three o'clock,1
296,today i saw a bulldog,11
297,where jackie chan currently live,31
298,what's shakin bacon,11
299,call city cab to airport,29
300,get rid of the list google,49
301,show me the dim color,32
302,weekly weather report,9
303,turn my lights down to a lower level of brightness,32
304,give me a cooking tutorial,21
305,i want reggae,3
306,turn off the lamps,19
307,do i have any new email,10
308,compose a new email to ray,5
309,delete item from list,49
310,two by two is,26
311,what is the increase in stock value over the past week of disney,17
312,what are the top stories on c. n. n.,20
313,will the weather be less than ten degree in paris,9
314,send a reply to mike with the answer four hundred and thirty from his email he sent this morning,5
315,off all type of active devices,8
316,what's the weather next wednesday,9
317,b. b. c. world headlines,20
318,define elaborate,37
319,display recent email from john,10
320,do i have emails from this sender,10
321,can you delete the dentist appointment,12
322,start the robot roomba,53
323,go to contacts and enter a new email address,5
324,please book a ticket form jaipur to mumbai on tuesday,47
325,take me to layfayette saint and canal,41
326,play my playlist starting from the bottom,3
327,what is the event agenda,22
328,get me a person a. s. a. p.,18
329,kung fu panda three,7
330,title,24
331,let's play my most played song list,3
332,play netflix on my p. s. four,23
333,what causes osteoperosis,11
334,delete alarm,43
335,tell me what i wore yesterday,11
336,remove the appointment with george adams from my calendar,12
337,please check my gmail for new mail,10
338,remind me of how many lists i have,4
339,check new email,10
340,my choice to play an audio from first,52
341,hey tell me more about my meetings today,11
342,when will the world end,11
343,please show today meeting with clients,22
344,will trump visit russia anytime soon,20
345,have i received any emails from jeffrey burnette,10
346,get me latest updates from facebook,13
347,is this song ed sheeran,24
348,what month is today,14
349,who was the current prime minister of britain,31
350,tell me the largest ocean in the world,31
351,i want you to make alert in the evening about upcoming meeting,1
352,olly i am taking day off tomorrow,11
353,what is the exchange rate of euro and dollar,54
354,enable smart socket,34
355,display the seven day forecast for this week,9
356,play a game of contra as a second player,35
357,divide seventy six in two parts,26
358,is this program is scheduled,22
359,time between us and canada,6
360,please add sugar to my grocery list,39
361,did i email tom on the subject of gun control,10
362,let's play you'll be the keeper and never change position,35
363,please give me todays forecast for new york city,9
364,please play only music of pop mix,3
365,set a notification for three two and one hours before next week's english final,1
366,post a new status on facebook saying that i am enjoying the nice weather,18
367,play songs by the band the beatles,3
368,dim the lights in the living room,32
369,send an email to jake to tell him thank you,5
370,are there morning shows available,22
371,what is the weather for this week,9
372,say a good joke for me right now,27
373,make my usual,0
374,please remove remainder,12
375,do i need a sweater today,9
376,please send a mail to my friend divya how are you,5
377,i need to order some food from papa john's,25
378,send an email to my brother and say wedding anniversary,5
379,go on sweet talk me,11
380,give the stock price details of motorolla,17
381,when is my friend's birthday coming up,11
382,can you write an email to chelsea,5
383,i have a function at washington tomorrow remind it,1
384,raise the volume of the current music,45
385,are there any meetings set for next wednesday,22
386,remove this list from the others,49
387,convert eight am manila time to new york time,6
388,the sun is shinning bright will we have this weather for the rest of the day,9
389,play lady by kenny roger,3
390,do we have morgan's office's number,38
391,olly change the lighting to blue,40
392,hey olly chance the current light settings,40
393,what's a good joke,27
394,has anyone commented on my status,13
395,post hey everyone on facebook,18
396,play my most watched podcast,33
397,info of the upcoming events,15
398,i had a problem with my burger can you tweet bk,18
399,alarm settings,42
400,put dark colors instead of light ones in the house,40
401,is soft cheese better than hard,21
402,give the list of theaters in the vicinity,55
403,play the song i listen to the most,3
404,set a new alarm for that time,30
405,hey siri start an email to coworker,5
406,turn off all lights,19
407,i want to send an email to my family do you help me,5
408,which contact haven't i called in twelve months,38
409,please tell me what alarms are on,42
410,current time in japan,14
411,remove my next event,12
412,i am having a meeting on tomorrow set it,1
413,how is the weather likely to be this week,9
414,i would need to be notified of church services on sundays at eleven am,1
415,what reminders do i have scheduled before noon tomorrow,22
416,play me in tic tac toe,35
417,i would like to reply to sarah's email,5
418,play britney spears live concert series,23
419,what is the time now in new york,14
420,respond to the email from john doe,5
421,please find out the share price of microsoft in nasdaq,17
422,tell me about the cheapest flight fares to nj today,47
423,how much mehta willing to invest in my company in meeting which held today at five hundred and twenty p. m.,22
424,what is denzel washington's next movie,31
425,could you tell me the time in london,14
426,what's the capital of kazakhstan,31
427,play a retro song in my playlist,3
428,lets hear the united states of anxiety podcast,33
429,open songs from major lazer,3
430,delete my list,49
431,how much is the us dollar worth in canada,54
432,who is the music director of this song,24
433,open audio book history of rome,52
434,are you aware this joke,27
435,tweet my current location,18
436,add podcast favorites to playlist and start,33
437,where is the nearest walmart,55
438,play and shuffle all slow music songs,3
439,take out available louies,50
440,alexa please send an email to mom,5
441,where did amal clooney go to college,31
442,i want two burgers and one coke order it fast,25
443,i'd like to know what time it is right now,14
444,lets play battleship,35
445,pandora,3
446,replay the musics,56
447,what time should i go for a hike,9
448,tell me my schedule for later this afternoon,22
449,search my calendar for my next event and notify me before it occurs,1
450,respond to email,5
451,i wish to know the weather in san fransico,9
452,send a replay email,5
453,who are your developers,11
454,i need to go to dundee at five am on sunday by train,47
455,android,4
456,please play the latest song from the album abbas,3
457,hey what has been happening interesting in sports lately,11
458,what is an electronic emissions system,37
459,check time of ten thousand eight hundred and eighty seven train from luni station on tuesday,41
460,can you book a train ticket,47
461,give me the description of a television circuit,37
462,boiling,21
463,resume harry potter book four,52
464,can you please book train tickets for two for this friday,47
465,what is the current day month and year,14
466,play music playlist,3
467,can you play my favorite audio book of tarzan,52
468,is my alarm set for tomorrow morning,42
469,add detergent to the list of things i need to buy,39
470,play football with me,35
471,review all alarms,42
472,olly i feel like dancing play me some rock north roll,3
473,where was president madison born,31
474,is there a connecting train from london to paris and what time,41
475,send reply,5
476,discontinue use of lights,19
477,shadi special podcast play it,33
478,has my calendar been updated in the last ten minutes,22
479,were the stocks rising or declining,17
480,play the most popular song by given artist,3
481,can you book an uber tomorrow,29
482,remind me about,1
483,play all songs on shuffle,3
484,what's happening around the world,20
485,show me painting exhibition in bay area,15
486,switch off the master's bedroom,19
487,set my alarm for twelve p. m.,30
488,stock price,17
489,what is the highest rated movie now out,7
490,general health tips,11
491,how much is the average house,31
492,turn off my wemo socket,8
493,what movies are out this week,7
494,video games,35
495,please describe that object for me,37
496,can you put on love playlist,3
497,please tell me what is the definition of cylinder,37
498,how is rice prepared,21
499,show me reviews of my nearest location food court,55
500,open up and play music from my jogging playlist,3
501,show me a video on cooking fried chicken,21
502,current song playing what is it,24
503,change volume level to maximum,2
504,is calendar event true,22
505,remind me the day before my car is due,1
506,start radio play,23
507,please check new email from andy,10
508,when was the us got freedom,31
509,i want to order chinese take-out,25
510,give me an update on the election in one hour,1
511,find the recipe for sambar in cookingforu application,21
512,play only my list,3
513,clean the floor,53
514,latest news from the area,20
515,what does oscillate mean,37
516,i need this email sent now,5
517,call the nearest thai restaurant with delivery,25
518,remind me everyday at two p. m. for lunch,1
519,play next podcast,33
520,directions to disney land,41
521,what is your name,11
522,is the time currently correct for where i am located,14
523,is the song by shakira,24
524,schedule taxi pickup for monday at noon,29
525,what's the latest news from xinhua,20
526,what is the factorial of ten,26
527,tell me all events for today in my city,15
528,delete the shopping trip i have scheduled march twenty third,12
529,activate the roomba,53
530,olly play poker with me,35
531,news articles on a particular subject,20
532,did i tell you to remind me something,22
533,can you make dinner for me,11
534,olly get me the popular news from b. b. c.,20
535,turn off the lights in the bathroom,19
536,i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,11
537,set alarm at six thirty am,30
538,add toothpaste to my shopping list,39
539,say the list,4
540,if it is from a very familiar place mark it as important,10
541,playback tom clancy splinter cell,52
542,hey i am having a bad day today what can i watch to cheer me up,11
543,let's tweet a complaint,18
544,lets send a tweet,18
545,what is the capital of mexico,31
546,do you have any suggestion action movies,7
547,please read my new mails,10
548,start a gossip,11
549,is this true about this date,22
550,can you remove this item from the list,49
551,explain the geographical location of india,31
552,what's the next event at the library,15
553,nobody knows,3
554,how big is the empire state building,31
555,can i please have the weather for tomorrow here in costa mesa,9
556,set a reminder for this,1
557,get todays climate forecast here,9
558,give me the list of circus shows going on in the city right now,15
559,will you mark that i have a meeting with tom at three tomorrow,1
560,what do we have on new york time's front page,20
561,add this song for the next playing song,3
562,tell me international news,20
563,i need you to mark next monday,1
564,what features do you have planned to release in the future,11
565,two thumbs down at companyname,18
566,get rid of tax list from nineteen ninety,49
567,do you know how to cook risotto,21
568,please check email contain job listing,10
569,how many people are attending my next meeting,22
570,play the last doctor who radio broadcast,23
571,check recent to do list,4
572,could you please play the song of michael jackson,3
573,iphone seven description,37
574,check any mail from amazon,10
575,let me know the list,4
576,play my station,23
577,shall i change my car tires to snow tires soon,9
578,i need to make a list,39
579,technology,11
580,what is the definition of forensic,37
581,can you contact samsung and say my washer is on fire,18
582,what day is the fifth,14
583,where do most celebrities hang out,31
584,does the weather call for rain saturday,9
585,power off the wemo plug,8
586,is there any special in politic,20
587,tell me about jaipur,31
588,what is the definition of subjegant,37
589,please tell me how to i bake twelve oatmeal cookies,21
590,any events this weekend in pondichery,15
591,hey google play some jazz music for me,3
592,what's the latest news on c. n. n.,20
593,what is the interview time from yesterday's email,10
594,please continue reading audiobook,52
595,what's the temperature outside,9
596,play my favorite music now,3
597,what is a neutral density filter and would i want a gradient one or a solid one also which would be better in style between the screw on one and the square ones,31
598,begin a new list,39
599,google what are the basic things humans need,11
600,play me a game of tic tac toe,35
601,please put all the lights,28
602,read my grocery list,4
603,time now,14
604,noodles one pack make it as takeaway,25
605,do not wake me up tomorrow,43
606,what region is miami located,31
607,do i have any new emails in the last hour,10
608,rate five,48
609,what is the weather condition in new york,9
610,please skip to the next podcast episode,33
611,look up the map to stores near me,41
612,please play shake it off by taylor swiftm,3
613,give me petey's telephone number,38
614,i need to ask you how many angels can dance on a pinhead,11
615,i just got an email from bill i need to answer it right now,5
616,what events are happening soon,15
617,can you give me the details of upcoming annual function on twenty sixth march,11
618,what is the traffic like on my commute home at five,41
619,do i have a sales meeting today,22
620,house lights blue,40
621,how's the weather like in new jersey,9
622,show weather,9
623,give me the schedule for today's events,22
624,i like the songs of yeshudas please play it,48
625,what music is currently playing on,24
626,do you know recipe for risotto,21
627,who is this on the radio,24
628,hello my item which i bought from some one has gone out of order,18
629,start the vacuum cleaner,53
630,what day is december thirteenth,14
631,are there any fun events in la today,15
632,delete the last phrase,49
633,play my favorite song from last year,3
634,put on some led zeppelin,3
635,what is the forecast for saturday,9
636,what is twelve divided by four,26
637,set the alarm off,43
638,olly tell me a joke,27
639,tell me everything you know about sloths,31
640,listen to radio,23
641,show me my events,22
642,lights at percent,40
643,what's the currency exchange rate for china,54
644,my day was full of work olly,11
645,recommend a movie playing in my area,7
646,when was last academy award winning movie,31
647,calendar event send invite bill malinda,1
648,please mute for five minutes,16
649,email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,5
650,should i open the sun roof,9
651,play the romantic songs,3
652,i need a ride home,29
653,play coldplay album,3
654,please tell me news related to the stock market,17
655,olly anything else left on the list,4
656,remove the list,49
657,alexa please turn down the lights in the house,32
658,power on wemo,34
659,reply to dad write i will be late,5
660,a good first impression,11
661,start some music play the radio,23
662,how is the traffic presently near central park road,57
663,what's the exchange rates between u. s. a. and china,54
664,check definition of capricious,37
665,make a reminder of location a on calendar,1
666,tell me the time in this time zone,14
667,remind me to water my plants every tuesday thursday and saturday,1
668,olly i just cleaned my car,11
669,i can barely hear you,45
670,tweet that product sucks,18
671,olly what is the capital of california,31
672,does the nearby dominoes have delivery,50
673,please turn socket off,8
674,are there any crafts fairs happening in this area,15
675,i am going to work today,11
676,did i set an alarm to have tablets in the noon,42
677,i'd like to set a date for this week,1
678,what are the b. b. c. poll predictions for the upcoming us elections,20
679,prepare a cup of coffee for me,0
680,increase the brightness in this room,28
681,how many lists do i have,4
682,add event for meeting with james,1
683,is it raining tonight,9
684,what's in my inbox since we last looked,10
685,did i remember to set a reminder alarm for my next doctor's appointment,42
686,c. n. n. headlines,20
687,most viewed list,4
688,please play songs i've purchased and favorited,3
689,increase the brightness of the lights,28
690,what would you recommend for me to read,11
691,what should i make for dinner,21
692,alexa how much do you know about me,11
693,what is the minimum temperature of london,9
694,give me a weather report for las vegas,9
695,what is the largest active volcano on earth,31
696,play my spotify dance play list,3
697,alert me at the time of the event,1
698,turn off eight am alarm,43
699,please play shape of you by said sheeran,3
700,tell interesting news,20
701,send email to jessica,5
702,please find out of charley's steakhouse delivers,50
703,delete to do list,49
704,please check the weather in kansas,9
705,clear the list,49
706,detail for stock price,17
707,look up movies near me,7
708,news of the train wreck,20
709,give me the time of the events,22
710,turn down the lights to medium,19
711,where are the rocky mountains,31
712,post the message now,18
713,remove set alarm,43
714,what alarms did i set,42
715,find an interesting podcast about last pritzker price winners,33
716,what are the traffic conditions on the one hundred and one,57
717,what is the trending now,20
718,directions please,41
719,find the latest disney podcast,33
720,please tweet at pizzahut i've been waiting for my delivery for now number nothappy,18
721,olly i need directions to madison street,41
722,delete upcoming event,12
723,list all train times to ny,41
724,what's been happening for the last two months,20
725,meaning of,37
726,when is the birth date of taylor lautner,31
727,play songs by barenaked ladies,3
728,what is the latest story from fox news,20
729,remove events from calendar,12
730,what is the weather this week for miami,9
731,post in twitter my visit to japan,18
732,what was the subject of the last email from mom,10
733,do i have anything planned,22
734,it's my mother's birthday today send me a notification every year on this date,1
735,give the definition of motivation,37
736,add new email to my contacts macs at gmail dot com,36
737,i will need warm socks in winter in morning,9
738,remind me of rita's birthday twenty four hours in advance,1
739,play the previous podcast,33
740,what time is it in new york now,14
741,can you delete the next event,12
742,i love this song,48
743,today is what date,14
744,what kinds of sunglasses are considered aviators,31
745,i want to set an alarm when i'm driving home tomorrow to remember to stop at the store and get food,30
746,which film the music comes from what is the name of the music,24
747,do i have any new emails from my contact q.,10
748,make new schedule for tomorrow meeting,1
749,open chess app and begin game,35
750,his hardword is properly quead,11
751,turn on my playlist and play third song in the queue,3
752,play my favorite book,52
753,how is the stock going in general,17
754,remind me the wedding on time to buy a present,1
755,search the item,39
756,where on earth has the most volcanoes,31
757,i want the smart socket off now,8
758,i like music,48
759,tell me the recipe of,21
760,play biography of jackie kennedy,52
761,please load new email for bruce and send message now,5
762,what is the date next wednesday,14
763,what are the coordinates of the equator,31
764,my set alarms,42
765,brighter,28
766,can you tell me how many stomachs a cow has,31
767,read that back,52
768,from now on mute,16
769,is the thanks giving event on fourteenth of this month true,22
770,is the last order is ready,50
771,tell me what clothing stores are within five miles of me,55
772,facebook current stock rate,17
773,what lists do i have queried,4
774,dorothy needs to talk to me about our divorce can you please set up a meeting as soon as i am available,1
775,delete calendar item,12
776,how long will it take to get to the airport,41
777,tell me about the latest environmental news,20
778,does allearsnet have a new podcast,33
779,call taxi,29
780,send tech news,20
781,show me my calendar event this friday afternoon,22
782,find a recipe for dinner tonight,21
783,what time is it on the east coast of the united states,14
784,shut the lights off,19
785,can you substitute baking soda for baking powder,21
786,what is four plus five,26
787,open temperature,9
788,set an alarm for tomorrow at six in the morning,30
789,please sent this email to my friend,5
790,turn on favorite songs,3
791,new message to newmail at gmail dot com,5
792,i want more light,28
793,clear my next activity,12
794,can you set my coffee machine to make me coffee at seven am,0
795,put hamburger on my grocery list,39
796,it is seven am in pacific standard time,6
797,tell me the local events,15
798,is there any upcoming events,22
799,where is a good wine bar near me,55
800,please place my new email address to the contact,36
801,turn the plug off,8
802,shut off lights,19
803,can you tell me the contact information of jo,38
804,clear my activities list for today,49
805,i want to hear purple haze,3
806,listen to my favorites,3
807,remind me what i am doing on sunday afternoon,1
808,what day of the week is the twenty third of this month,14
809,give me all my lists,4
810,set an alarm for nine am,30
811,play the most popular elton john song,3
812,i want to hear a station that plays r. & b.,23
813,the song in background is cool,48
814,can you let delta know i'm never using them again,18
815,has jane doe emailed me,10
816,find today's wapo articles about trump,20
817,play the song title,3
818,please remind me about this tomorrow,1
819,tell me where steve jobs was born,31
820,play nineties hip hop,3
821,read list of new emails,10
822,tell me about the latest political news,20
823,olly let's hear wgrr one hundred and three point five,23
824,turn on some n. p. r. and play them out of my speakers,23
825,i would like to hear aretha franklin's call me after this song,3
826,train times from near me to location,41
827,could you please confirm if paradise does takeaway,50
828,what's the date,14
829,when is the next time it will rain,9
830,can you make this event repetitive,1
831,remove the second row from the list,49
832,remove my next scheduled appointment please,12
833,just play nine hundred and thirty seven f. m.,23
834,send john smith and email,5
835,google train tickets to washington d. c.,47
836,mute please,16
837,send an email to juanpedro at gmail dot com,5
838,turn down lights,32
839,how much wood could a woodchuck chuck if a woodchuck could chuck wood,11
840,help is to be sent only to jane,5
841,next button,33
842,switch wemo plug socket off,8
843,current time new york,14
844,cut the songs in this musics,56
845,do i need to do anything today,22
846,details on person,31
847,show me the latest news from the guardian,20
848,how much money did bill gates make,31
849,could you please help me in listening to the radio,23
850,what's the recipe for fish soup,21
851,will it be a sticky night,9
852,what's going on around here this weekend,15
853,find the list,4
854,can you do nine plus two,26
855,birthday,1
856,what do i need to make lamb pathia,21
857,olly please list the best clothing shops near me,55
858,turn off sockets,8
859,show me the best recipe for spaghetti,21
860,show me the answer for this problem two hundred and forty six plus six hundred and fifty four,26
861,olly what events are happening in pondichery this weekend,15
862,should we expect rain this afternoon,9
863,what day of the week is first april,14
864,play classic rock,3
865,my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,5
866,open parcheese game for you and i,35
867,olly hit me up with some exciting events in the bay area,15
868,what do i have planned for this week,22
869,olly play next recording,33
870,send me an alert and hour before my next appointment,1
871,cease operating lights,19
872,hey what's a book,37
873,please look up local restaurants that are open now,55
874,how tall is hulk hogan,31
875,play rap music,3
876,what is the size of the united states,31
877,play papa pear saga,35
878,turn off porch light,19
879,send an email to grandma saying we are dropping by on saturday see you then,5
880,i want a lower light,32
881,delete from playlist my old english songs list,49
882,what's up olly,58
883,remind me about the meeting tomorrow at six,1
884,change the lights to blue olly,40
885,lower the lights,32
886,can you cook something special for me and my wife,11
887,describe hell,37
888,check meeting schedule in todays mail,10
889,please tweet a complaint to comcast for bad customer service,18
890,what is new news for today,20
891,where is yosemite park,31
892,describe rock sand,37
893,what is todays weather,9
894,put my dinner at red lobster on the calendar for today at nine,1
895,look up,11
896,just set me reminders about pending bill payments,1
897,i feel like having soup for lunch order from wangs kitchen restaurant a chicken manchow soup,25
898,find john smith in contacts,38
899,definition of velocity,37
900,is there a groomer in town for cats only,11
901,what is scheduled on my calendar today,22
902,i've canceled the order placed at mcd did it go through,50
903,add a reminder to my calendar every year on this date,1
904,i'm unhappy with tesco please help me,18
905,give me the latest news,20
906,send a reply to the last email,5
907,uber me to the airport,29
908,get me the latest stock price for costco,20
909,remind me to check the stew at six o'clock,1
910,remove from calendar my medical appointment for today,12
911,swimming,15
912,please add dinner with mary to my calendar on saturday,1
913,let me know when you hear about france,20
914,please change the light colors to red,40
915,should i wear raincoat before getting out,9
916,what is the news from that newsource,20
917,search for more songs from the band,3
918,show me the events in my work calendar for next week,1
919,for every odd numbered sunday set a reminder for,1
