doc_idx,rewrite
377,Cancel reminder for vet appointment.
372,Send a video message to A Mathews.
379,Inquire about the iron content in spinach.
375,Set reminder for dinner delivery at 7pm tonight.
374,Set a reminder to take a break and drink water in 45 minutes.
382,Restart song.
380,Inquire about Katie's start date as a Student Advisor at UWM.
383,Set repeating alarm for 8am on weekdays.
385,Play Mac Miller Make Believe on Spotify.
381,"Play ""The Most Beautiful Moment in Life: Young Forever"" on Pandora."
378,Set a timer for 20 minutes.
384,Add John to the call.
389,Retrieve information about Bob's family.
393,Retrieve upcoming volleyball matches in June.
394,Initiate video call with Phil.
391,Inquire about baking time for chocolate chip cookies.
397,Check dates for football practice reminders.
396,Check if there are clear skies tonight.
399,Get weather information.
395,Locate Tara's workplace in Cocoa.
398,Open Spotify music playlist.
400,Snooze alarm for 5 minutes.
387,Change baby shower alert time to 3 pm.
388,"Retrieve news updates about ""The Bachelor."
402,Display upcoming reminders on Thursday through end of 2018.
386,Retrieve the hottest news of the day.
405,"Retrieve information about Eileen's friend, Beth."
401,Set alarm for friend's wedding on August 5th at 10:00 am.
390,Set timer for 21 minutes.
403,Search for Richard Cheese songs.
404,Cancel all alarms.
408,Requesting weather forecast for 4 pm.
409,Delete dentist appointment reminder for morning.
411,Identifying familiarity with individuals from Florida.
412,Retrieve recipe for Mexican casserole.
407,Retrieve latest news on North Korea.
413,Identifying friends living in Chicago.
406,Requesting the latest update on NASA's expeditions.
414,Set a timer for French press brewing.
410,Inquire about Mike's employment history at American Express.
392,Requesting information on when friends attended ASU.
418,Play happy music.
421,Send message to mom about calling on next stop.
415,Ignore incoming phone calls.
420,Determine minimum baking time for chicken.
417,"Play ""Day 'N' Nite"" on iHeartRadio."
416,Start two timers.
424,Requesting current weather forecast.
422,Verify if molasses is suitable for a vegan diet.
423,Check the number of dinner reminders set for the next month.
419,Set a reminder for meeting preparation on August 5th at 10 am.
426,Initiate call with Sammi.
427,Make a phone call to Loren.
430,Display all yoga class reminders.
428,Set a reminder to create a Facebook event for back to school party.
425,Terminate the current video call.
434,Set a reminder to buy A's spirit shirt before Monday.
435,Set a reminder to call the doctor today.
431,Set alarm for breakfast at 7.
438,Stop the baking timer.
429,Share video in woodworking Facebook friends chat.
440,Find activities in St. Augustine for next week.
441,Set alarm for 6am on Tuesday.
442,Inform Scott of the canceled Pizza Meet Up.
436,Display all climate change news stories.
444,Expressing dislike for the song.
437,Play a slow song.
446,Inquire about the cooking temperature for rare beef.
433,Requesting information on recent earthquakes.
443,Set a recurring alarm for Mondays at 10am this month.
432,Block Joe from calling me.
450,Set a reminder.
449,Determine the amount of sugar teaspoons needed for a regular cake.
448,Requesting weather forecast for Lisbon this weekend.
445,Set a reminder to make a video for the family reunion.
447,Initiate call with stepfather.
452,Set a reminder to start crockpot salsa chicken at 1:30 on Tuesday.
454,Retrieve information on Usher's disease.
451,Set alarm for 6am.
453,Activate snooze on my alarm.
439,Retrieve latest news on North Korea.
457,Cook taro leaves for a specific amount of time.
455,"Set a reminder to plant flowers on Memorial Day weekend, 3 hours before."
463,Find upcoming tennis games.
460,Check for hurricanes in Florida.
456,Requesting current news updates.
461,Check if a reminder is set for October 6 doctor appointment.
458,"Set alarm for 7:45 labeled ""take the dog out"
465,"Call Nevaeh, my cousin."
459,Inquire about new fall shows on ABC.
462,Set a reminder for me to get ready for sleep at 7.
464,Stop the timer.
468,Delay alarm.
469,Set alarm for 6am.
474,Set a reminder for picking up Denise's birthday cake.
476,Find events in Plano for next month.
475,Check the current temperature outside in Fahrenheit.
473,Locate Terrance's current workplace.
467,End call and switch immediately.
466,Set alarm for 10 PM tonight.
472,Requesting weather forecast for Sunday.
471,Play music by Run The Jewels.
480,Set reminder to send thank you card to Mom.
481,Identifying employees at AT&T.
470,Play Karaoke music.
482,Identify the singer of this version.
483,Set alarm for next Friday at 5pm.
490,Set reminder for 3pm tomorrow.
485,Set a reminder to respond to Carla's email about not attending her luncheon.
491,Make a phone call to Kayleigh's son.
484,Set reminder for 8pm to watch Orange Is The New Black.
492,Check the temperature forecast for next week.
493,Requesting information on current employees at The Lawn Company.
477,Create an alarm.
478,Set alarm for 9 am Friday morning.
479,Repeat timer.
489,Alert about road closure on highway 6 due to high water.
486,Requesting the low temperature for the day.
494,Make a phone call to Dylan's aunt.
496,Send congratulations to Sabrina for the baby.
501,Contact Bob.
497,Retrieve text messages on Messenger.
499,Retrieve recent news about the Philippines.
500,Check WhatsApp messages.
495,Requesting an update on construction progress.
498,Requesting information on violence in White Nationalist protest.
502,Find and provide homemade pizza recipes.
487,Retrieve current events or information in Bayside.
488,Find fun events in NJ this weekend.
504,Inquire about the calorie content of a chocolate ganache cake.
503,Requesting updates on the OJ Simpson trial.
505,Set a reminder to feed the cat at 6pm.
509,Retrieve news about North Korea.
507,Retrieve county election news.
510,Requesting weather forecast for next weekend.
511,Call Dr. Stately immediately.
512,Inquire about baking time for whole chicken breast in the oven.
513,Ignore the call.
515,Retrieve information about Ted's friends.
514,Set a timer for 20 minutes.
516,Requesting information on Nic's attendance at Columbia.
506,Identify people I know working in U of M admissions office.
519,Call my aunt.
517,"Set alarm for 2.55pm on July 27, 2019."
518,Requesting current temperature information.
526,Answer Kaleb's call.
522,"Send video message to Harvey, Raul, and Jerry Ward."
520,Requesting the age of Sam.
528,Play the next song.
521,Create a reminder for the cast party.
527,Pause call.
525,Set a reminder to call insurance company tomorrow.
532,Set alarm to silent for 10 minutes.
508,Inquire about cooking temperature for chicken casserole.
531,Provide news updates.
529,Retrieve texts from Hayden.
523,Make an audio call with CrossFit on Hangouts.
524,Requesting weather forecast for the upcoming 5-day weekend.
530,Remove Chira from the call.
533,Inquire about the winner of the debate from last night.
537,Identifying residence location.
535,Requesting the lowest temperature for today.
536,Set a timer for the remaining minutes until the alarm goes off.
539,Cook a 12-pound turkey for the appropriate amount of time.
538,Make a phone call to Brady Kent on Whatsapp.
540,Send video message to Ruth Gilmore.
541,Call Christopher Jeremy Cruz.
543,Connect me with Deanne Pabey.
534,Schedule a bi-weekly alarm for 10pm on Thursdays.
544,Play the plane crash news.
542,Requesting weather forecast for 8am.
545,Requesting Jordan to come over on user's birthday.
550,Set a reminder to email Michelle about the recital on Tuesday.
549,Set a reminder to pick up dry cleaning when leaving the house.
548,Retrieve news about the Oakland fire last year.
552,Call Stephanie Dougherty's grandma.
551,Determine baking temperature for chocolate chip cookies.
546,Play country music.
547,Call Alexia's mom.
553,Retrieve recipe for leftover chicken.
555,Set a 60-minute timer.
557,Set alarm for 6:00 am.
559,Find upcoming concerts.
561,Get updates on MSNBC news.
558,Inquiring about plans or activities for the evening.
560,"Check if anyone I know is attending the event ""Brexit: What's Next?""."
564,Set reminder to call Green Home Pest Control about scorpions by dumpster.
562,Set a reminder to send the supplies list to the team.
563,Requesting the time when rain will start today.
567,Play the riff-off from Pitch Perfect soundtrack.
565,Set alarm for Fridays at noon.
556,Adjust wake up alarm to be set for 1 hour later.
554,Requesting instructions on cooking fried rice.
566,Set alarm for 5:60 AM.
568,Set a reminder to call Lucy at 6 pm.
573,Call Dad immediately.
572,Create a reminder for video chatting with my sister.
569,Check if North Korea has threatened the U.S.A.
571,Inquire about husband's dinner preference.
576,Get the current temperature in Delhi in Fahrenheit.
577,Display all upcoming birthdays on agenda.
579,Set alarm for 5:45pm on Mondays and Wednesdays.
580,Show all daytime alarms.
581,Make a phone call to Brianna Anderson's cell phone.
582,Requesting to be clocked out at 5pm on Friday.
585,Contact Keira's son.
578,Set alarm for 6 AM.
570,Transfer the call immediately.
583,Remind David of 2:30 meeting with 30-minute alert.
574,Provide instructions for roasting asparagus.
575,Set alarm for 10:00 AM tomorrow.
586,Play last track of album.
588,Set alarm for 8am today.
589,Inquire about turkey cooking temperature.
590,Play Legend (Deluxe Edition) on iHeartRadio.
591,Requesting the time for when it will start to get dark.
594,Inquire about the calorie content of 8 oz. of orange juice.
596,Check remaining time.
587,Cancel reminder to buy aunt's birthday present.
598,Set a reminder for my 2pm flight.
597,"Play ""Slow Dancing in a Burning Room"" by John Mayer."
592,Do not respond on my behalf.
599,Schedule a reminder for a dietitian appointment on Tuesday at 3 PM.
593,Initiate a FaceTime call with Shelby Swedlund.
595,Inquire about aunt's visit date.
600,Delay alarm until 7h15 am.
584,Inquire about cooking temperature for chicken.
602,Retrieve today's entertainment headlines.
601,Stop playing this song.
603,Pause video call.
607,Expressing preference.
604,Make a phone call to Kylie's mother.
609,Make a phone call to Amelia's daughter.
605,Check if I have a friend living in the Bay Area.
612,Subtract 5 minutes from the timer.
606,Set a reminder for my Saturday nail appointment.
608,Requesting grilling time for steak.
613,Set timer for 15 minutes.
611,Play Enya station.
610,Initiate a call with Junior.
615,Set alarm for 1 hour and 35 minutes.
617,Call Tessa Freddie Ray.
620,Delay alarm by 30 minutes.
618,Find non-alcoholic activities for tonight.
614,Retrieve the time of Mom's call.
622,Find activities in the East Bay for this weekend.
616,Send a video message to S May.
621,Recommend fun activities in San Jose tonight.
619,Retrieve sunrise time for September 17.
625,Activate busy mode.
624,Set a reminder to buy fruit.
623,Identifying acquaintances who graduated from The Sorbonne.
627,Make a phone call to members of the Yoder family.
626,Make a phone call to Ben.
629,Check the remaining time until my alarm goes off.
634,Play the latest song by NeYo.
633,Stop the timer.
632,Set a reminder for vet appointment for dog next Monday morning.
635,Set a reminder for one day before my haircut appointment.
630,Extend timer by eight minutes.
631,Get weather forecast for Sunday.
628,Display weather for Skelton in Cleveland.
636,Inquire about appropriate attire for the event.
639,Requesting information on employees at The Family Service Thrift Shop.
637,Resume track.
638,Requesting information about current events in Kentucky.
642,Set a 45-minute timer.
641,Retrieve information about Sheldon.
640,Requesting the calorie count for a Big Mac.
644,Start timer.
646,Retrieve information on the winner of the last US presidential election.
647,Create an eye doctor reminder for the 25th.
645,Check the weather forecast for temperatures above 59 degrees Celsius this weekend.
652,Set a reminder to inform Jerry of the party address upon arrival.
656,Remove Blake from the call.
649,Delete reminder.
648,Determine the quantity of apples needed for the apple pie recipe.
653,Review reminders for girls retreat.
651,Determine if we are currently working with North Korea.
654,Inquire about the duration needed for yeast to bloom.
655,Read details about the murder trial today.
643,Create a playlist of Hilda's music.
657,"Play ""Cherry"" by Lana Del Rey."
658,Set a reminder to FaceTime Autumn on Friday morning.
659,Check the latest updates on the travel ban to the USA.
664,Find current news articles about celebrities.
660,Set a timer for 20 minutes.
650,"Retrieve video messages from Leroy, Alex, and Anna."
667,Wake me up.
662,"Play ""The King Of Soul"" on Pandora."
665,Set a reminder to pick up cake at 11 am on Sunday.
672,Play Kenny Chesney.
670,Turn off the alarm.
669,Record video message for Teofila Worden.
673,Requesting weather forecast for today.
663,Ignore the question.
666,Set reminder to call mom for birthday tomorrow.
671,Get current weather conditions on Mount Kilimanjaro.
661,Requesting information on current weather conditions.
668,Request for instructions on making punch.
678,Check if it will snow today.
674,Change the song.
680,Set a timer for 17 minutes.
677,Requesting information on annual rainfall in Virginia.
687,Cease the phone call.
675,Delete reminder to call boyfriend tomorrow.
681,Send message requesting to borrow class notes to Diana.
688,Call Eva.
676,Set alarm clock reminder for Sunday evening.
679,"Initiate a WhatsApp call to Joseph, my wife."
682,Contact family.
684,Restart the timer.
689,Send a video message to Blake.
683,Shuffle my favorite songs.
686,Set alarm notification time.
697,Requesting assistance from FBI workers.
685,Requesting information on the time of Joel's call today.
695,Send message to Liyi on WhatsApp.
690,Create reminder for 8 a.m. tomorrow.
693,Set alarm for 7am.
691,Retrieve trending news stories for today.
696,Display text messages from John Peterson on Facebook.
699,Report outside temperature in Celsius.
692,Retrieve highest temperature in Las Vegas.
700,Check availability for chat.
702,Stop sending the message to Elsie.
698,Create video message for Lily.
694,Set alarm for work at 8:00am tomorrow.
701,Retrieve recipe for Chicken Marsala.
703,Requesting current weather conditions in Malibu.
705,Find events in Katy for this month.
708,Set daily alarms for 1:30 Monday through Friday.
704,Make a call to my sister and grandma on WhatsApp.
706,Make a phone call to Kaleb and Beau.
707,Set a reminder for Mike and Jan for the party on Tuesday before the 6:30 alarm.
709,Display UK weather.
711,Retrieve Percy's Twitter account.
712,Make a phone call to my sons.
718,Delete reminder to call John.
710,Make a phone call to Enrique Iglesias.
713,Set a reminder to buy tickets for Pirates of the Caribbean 15.
717,Set alarm for Wednesday.
714,Extend timer by 2 minutes.
719,"Resume the timer named ""meditation."
720,Contact my sisters.
725,Requesting current wind conditions.
721,Retrieve all reminders.
724,Requesting average temperature for next week.
716,"Retrieve birthdate of Tricia's stepsisters born on June 6th, 1979."
723,Display reminder for house tour.
727,Turn off the phone.
722,Set the chicken for a specific time.
726,Set weekly alarm for 6 am.
729,Requesting current temperature forecast for the day.
730,Play Selena Gomez's most famous song.
728,Inquire about next reminder for car tire air pressure.
715,Inquire about timer status.
732,Initiate video call with mom.
733,Play indie rock music.
734,Increase timer duration by 1628 seconds.
731,"Play ""The Story Of Tonight"" on Spotify."
735,Make a phone call to Dora.
737,Play Britney Spears songs.
742,Find Kirk Daniel's sister.
741,Retrieve John's phone number.
743,Retrieve reminders for first half of September.
740,Display radar data for southwest region.
736,Snooze the work alarm.
744,Requesting advice on whether to bring a sweater.
746,Inquire about peanuts in pad thai.
752,Play a rock song.
739,Set timer for 30 minutes in one hour.
750,Identify upcoming birthdays within the next two months.
747,Requesting updates on the Dallas Cowboys.
745,Delete alert for picking up Denise.
749,Seeking recommendations for activities in Mission Viejo for this evening.
751,Message Allen to confirm picking me up tomorrow.
756,Retrieve information on Chelsea Ann Kramer's father.
748,"Recipe suggestions with chicken, spinach, and lime juice."
757,Retrieve news updates from yesterday.
754,Locate Madison's workplace.
738,Check if the temperature will exceed 70 degrees today.
753,Check if any friends graduated from SFSU.
758,Identifying father's friends.
763,Play Nickelback.
766,Retrieve local news headlines.
768,Delete holiday party reminder at 5:30 p.m.
767,Inquire about the show's start time from Chris.
759,Requesting the number of people injured during the Charlottesville rally.
765,"Make a group call with cousins Terry, Edwin, Paige, and Erik on Hangouts."
764,Replay last minute.
762,Make a phone call to Alana Ortega Smith.
771,Set reminder for next alarm.
761,Determine Rob's age on his next birthday.
760,Identifying who accompanied the user to UIC.
755,Requesting weather forecast for Arizona next week.
774,Delete Wednesday wake up alarms.
772,Set a timer.
773,Make a phone call to Catalina.
769,Set alarm for one hour from now.
775,Requesting weather forecast for the long weekend.
778,Retrieve Shannon's home address.
776,Inform Mike of Storytime at Monrovia library starting at 10am.
777,Make a phone call to Malaysia's boyfriend.
770,Call Jimmy.
782,Invite Susie to the current call.
781,Set default music app to Amazon.
780,Set a reminder for opening day to see the new Avengers movie.
